Disease,variable,Symptom
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,breathlessness
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,breathlessness
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,cramps
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,weight_gain
Hypothyroidism,Symptom_1,weight_gain
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,mood_swings
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,fatigue
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,neck_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,stiff_neck
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,headache
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,pus_filled_pimples
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,bladder_discomfort
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,bladder_discomfort
Urinary tract infection,Symptom_1,burning_micturition
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,joint_pain
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,high_fever
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,shivering
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,shivering
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,acidity
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,vomiting
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,skin_rash
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,indigestion
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,patches_in_throat
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,patches_in_throat
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,weight_loss
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,sunken_eyes
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,sunken_eyes
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,cough
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,fatigue
Bronchial Asthma,Symptom_1,cough
Bronchial Asthma,Symptom_1,fatigue
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,chest_pain
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,chest_pain
Hypertension,Symptom_1,headache
Hypertension,Symptom_1,headache
Migraine,Symptom_1,acidity
Migraine,Symptom_1,indigestion
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Migraine,Symptom_1,acidity
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,weakness_in_limbs
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,back_pain
Cervical spondylosis,Symptom_1,weakness_in_limbs
Cervical spondylosis,Symptom_1,back_pain
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,headache
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,headache
Paralysis (brain hemorrhage),Symptom_1,vomiting
Paralysis (brain hemorrhage),Symptom_1,vomiting
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,vomiting
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Jaundice,Symptom_1,itching
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,vomiting
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Malaria,Symptom_1,chills
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,skin_rash
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Chicken pox,Symptom_1,itching
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,chills
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Dengue,Symptom_1,skin_rash
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Typhoid,Symptom_1,chills
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,vomiting
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis A,Symptom_1,joint_pain
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,fatigue
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis B,Symptom_1,itching
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,yellowish_skin
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis C,Symptom_1,fatigue
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,vomiting
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis D,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,vomiting
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Hepatitis E,Symptom_1,joint_pain
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,yellowish_skin
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Alcoholic hepatitis,Symptom_1,vomiting
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,vomiting
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Tuberculosis,Symptom_1,chills
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,chills
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Common Cold,Symptom_1,continuous_sneezing
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,fatigue
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Pneumonia,Symptom_1,chills
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,pain_during_bowel_movements
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Dimorphic hemmorhoids(piles),Symptom_1,constipation
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,breathlessness
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,breathlessness
Heart attack,Symptom_1,vomiting
Heart attack,Symptom_1,vomiting
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,cramps
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Varicose veins,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,weight_gain
Hypothyroidism,Symptom_1,weight_gain
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hypothyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,mood_swings
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hyperthyroidism,Symptom_1,fatigue
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,fatigue
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Hypoglycemia,Symptom_1,vomiting
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,neck_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Osteoarthristis,Symptom_1,joint_pain
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,stiff_neck
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
Arthritis,Symptom_1,muscle_weakness
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,headache
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
(vertigo) Paroxysmal Positional Vertigo,Symptom_1,vomiting
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,pus_filled_pimples
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Acne,Symptom_1,skin_rash
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,bladder_discomfort
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,burning_micturition
Urinary tract infection,Symptom_1,bladder_discomfort
Urinary tract infection,Symptom_1,burning_micturition
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,joint_pain
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Psoriasis,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,high_fever
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Impetigo,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,skin_rash
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Fungal infection,Symptom_1,itching
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,shivering
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,shivering
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
Allergy,Symptom_1,continuous_sneezing
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,acidity
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
GERD,Symptom_1,stomach_pain
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,vomiting
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Chronic cholestasis,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,skin_rash
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Drug Reaction,Symptom_1,itching
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,indigestion
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
Peptic ulcer diseae,Symptom_1,vomiting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,patches_in_throat
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,patches_in_throat
AIDS,Symptom_1,muscle_wasting
AIDS,Symptom_1,muscle_wasting
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,weight_loss
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Diabetes,Symptom_1,fatigue
Gastroenteritis,Symptom_1,vomiting
Gastroenteritis,Symptom_1,vomiting
